DATE,BAMLEMRECRPIEMEATRIV
2003-11-07,225.25
2003-11-10,225.56
2003-11-11,225.49
2003-11-12,225.73
2003-11-13,226.36
2003-11-14,226.74
2003-11-17,227.07
2003-11-18,226.69
2003-11-19,226.44
2003-11-20,226.54
2003-11-21,227.19
2003-11-24,227.16
2003-11-25,227.55
2003-11-26,227.61
2003-11-27,227.71
2003-11-28,227.47
2003-11-30,227.55
2003-12-01,227.34
2003-12-02,227.9
2003-12-03,228.92
2003-12-04,229.03
2003-12-05,229.73
2003-12-08,229.74
2003-12-09,229.9
2003-12-10,229.98
2003-12-11,230.02
2003-12-12,230.22
2003-12-15,230.25
2003-12-16,230.56
2003-12-17,230.94
2003-12-18,230.98
2003-12-19,231.19
2003-12-22,231.31
2003-12-23,231.22
2003-12-24,231.59
2003-12-26,231.71
2003-12-29,231.7
2003-12-30,231.85
2003-12-31,231.94
2004-01-02,231.83
2004-01-05,232.16
2004-01-06,233.09
2004-01-07,233.38
2004-01-08,233.72
2004-01-09,234.72
2004-01-12,235.41
2004-01-13,235.53
2004-01-14,235.32
2004-01-15,235.28
2004-01-16,235.2
2004-01-19,235.35
2004-01-20,235.19
2004-01-21,234.98
2004-01-22,235.14
2004-01-23,235.19
2004-01-26,234.88
2004-01-27,234.9
2004-01-28,234.8
2004-01-29,233.17
2004-01-30,233.56
2004-01-31,233.58
2004-02-02,233.47
2004-02-03,233.67
2004-02-04,233.95
2004-02-05,233.82
2004-02-06,233.52
2004-02-09,233.83
2004-02-10,234.14
2004-02-11,234.16
2004-02-12,234.7
2004-02-13,235.13
2004-02-16,235.28
2004-02-17,235.45
2004-02-18,235.79
2004-02-19,235.73
2004-02-20,235.85
2004-02-23,236.05
2004-02-24,236.45
2004-02-25,236.57
2004-02-26,236.44
2004-02-27,236.83
2004-02-29,236.93
2004-03-01,237.01
2004-03-02,237.08
2004-03-03,236.73
2004-03-04,236.97
2004-03-05,237.79
2004-03-08,238.32
2004-03-09,239.04
2004-03-10,239.02
2004-03-11,238.95
2004-03-12,238.81
2004-03-15,239.15
2004-03-16,239.08
2004-03-17,239.72
2004-03-18,239.7
2004-03-19,239.87
2004-03-22,240.14
2004-03-23,240.28
2004-03-24,240.65
2004-03-25,240.65
2004-03-26,240.5
2004-03-29,240.23
2004-03-30,240.5
2004-03-31,241.08
2004-04-01,240.8
2004-04-02,239.29
2004-04-05,239.02
2004-04-06,239.18
2004-04-07,239.39
2004-04-08,239.39
2004-04-12,239.5
2004-04-13,238.93
2004-04-14,238.4
2004-04-15,237.93
2004-04-16,238.15
2004-04-19,238.34
2004-04-20,237.97
2004-04-21,236.73
2004-04-22,236.07
2004-04-23,236.14
2004-04-26,236.24
2004-04-27,235.42
2004-04-28,234.53
2004-04-29,232.84
2004-04-30,233.15
2004-05-03,233.37
2004-05-04,233.21
2004-05-05,233.27
2004-05-06,232.02
2004-05-07,229.8
2004-05-10,229.07
2004-05-11,229.89
2004-05-12,229.91
2004-05-13,229.65
2004-05-14,229.65
2004-05-17,230.79
2004-05-18,231.39
2004-05-19,231.33
2004-05-20,231.7
2004-05-21,232.17
2004-05-24,232.41
2004-05-25,232.96
2004-05-26,233.18
2004-05-27,233.06
2004-05-28,232.2
2004-05-31,232.33
2004-06-01,231.98
2004-06-02,232.22
2004-06-03,232.26
2004-06-04,232.19
2004-06-07,232.49
2004-06-08,232.39
2004-06-09,232.16
2004-06-10,231.8
2004-06-11,231.86
2004-06-14,231.76
2004-06-15,232.27
2004-06-16,232.46
2004-06-17,233.21
2004-06-18,233.52
2004-06-21,234.0
2004-06-22,234.47
2004-06-23,234.59
2004-06-24,234.98
2004-06-25,234.54
2004-06-28,233.97
2004-06-29,234.36
2004-06-30,234.78
2004-07-01,234.95
2004-07-02,235.76
2004-07-05,235.95
2004-07-06,235.9
2004-07-07,235.45
2004-07-08,234.89
2004-07-09,234.73
2004-07-12,235.01
2004-07-13,235.23
2004-07-14,235.66
2004-07-15,236.1
2004-07-16,237.18
2004-07-19,237.94
2004-07-20,237.65
2004-07-21,236.78
2004-07-22,237.04
2004-07-23,237.37
2004-07-26,237.23
2004-07-27,236.61
2004-07-28,236.24
2004-07-29,236.87
2004-07-30,237.56
2004-07-31,237.59
2004-08-02,237.85
2004-08-03,237.75
2004-08-04,238.07
2004-08-05,238.52
2004-08-06,239.62
2004-08-09,239.87
2004-08-10,239.79
2004-08-11,239.76
2004-08-12,240.12
2004-08-13,240.83
2004-08-16,240.99
2004-08-17,241.67
2004-08-18,241.7
2004-08-19,241.83
2004-08-20,241.92
2004-08-23,242.05
2004-08-24,242.5
2004-08-25,242.75
2004-08-26,242.91
2004-08-27,243.1
2004-08-30,243.37
2004-08-31,243.9
2004-09-01,243.81
2004-09-02,243.83
2004-09-03,243.48
2004-09-06,243.58
2004-09-07,244.21
2004-09-08,244.38
2004-09-09,244.52
2004-09-10,244.5
2004-09-13,244.96
2004-09-14,245.65
2004-09-15,246.13
2004-09-16,246.81
2004-09-17,246.84
2004-09-20,247.24
2004-09-21,247.32
2004-09-22,247.66
2004-09-23,247.81
2004-09-24,246.74
2004-09-27,246.89
2004-09-28,246.61
2004-09-29,246.45
2004-09-30,246.5
2004-10-01,246.39
2004-10-04,246.76
2004-10-05,247.36
2004-10-06,247.88
2004-10-07,247.89
2004-10-08,248.8
2004-10-11,249.02
2004-10-12,249.37
2004-10-13,249.46
2004-10-14,249.66
2004-10-15,249.54
2004-10-18,249.97
2004-10-19,250.07
2004-10-20,250.24
2004-10-21,250.73
2004-10-22,251.0
2004-10-25,251.37
2004-10-26,251.36
2004-10-27,251.28
2004-10-28,251.18
2004-10-29,251.53
2004-10-31,251.61
2004-11-01,251.65
2004-11-02,251.75
2004-11-03,251.97
2004-11-04,252.76
2004-11-05,252.81
2004-11-08,252.78
2004-11-09,253.02
2004-11-10,252.85
2004-11-11,252.94
2004-11-12,253.5
2004-11-15,254.19
2004-11-16,254.22
2004-11-17,254.63
2004-11-18,255.46
2004-11-19,255.36
2004-11-22,255.28
2004-11-23,255.25
2004-11-24,255.21
2004-11-25,255.14
2004-11-26,254.84
2004-11-29,253.71
2004-11-30,253.36
2004-12-01,253.48
2004-12-02,253.74
2004-12-03,254.22
2004-12-06,254.87
2004-12-07,255.29
2004-12-08,255.22
2004-12-09,255.38
2004-12-10,254.52
2004-12-13,254.84
2004-12-14,254.95
2004-12-15,255.39
2004-12-16,255.21
2004-12-17,254.96
2004-12-20,255.11
2004-12-21,255.43
2004-12-22,255.38
2004-12-23,255.43
2004-12-27,255.53
2004-12-28,255.48
2004-12-29,255.43
2004-12-30,255.73
2004-12-31,255.93
2005-01-03,256.01
2005-01-04,256.62
2005-01-05,256.08
2005-01-06,255.77
2005-01-07,256.05
2005-01-10,256.29
2005-01-11,256.26
2005-01-12,256.64
2005-01-13,257.17
2005-01-14,256.99
2005-01-17,257.22
2005-01-18,256.98
2005-01-19,256.99
2005-01-20,257.08
2005-01-21,257.5
2005-01-24,257.8
2005-01-25,257.82
2005-01-26,257.93
2005-01-27,257.85
2005-01-28,258.1
2005-01-31,258.83
2005-02-01,258.81
2005-02-02,259.36
2005-02-03,259.33
2005-02-04,259.93
2005-02-07,260.65
2005-02-08,260.93
2005-02-09,261.24
2005-02-10,261.09
2005-02-11,260.92
2005-02-14,261.16
2005-02-15,261.0
2005-02-16,260.66
2005-02-17,260.69
2005-02-18,260.34
2005-02-21,260.46
2005-02-22,260.41
2005-02-23,260.54
2005-02-24,260.63
2005-02-25,260.74
2005-02-28,260.92
2005-03-01,260.75
2005-03-02,260.91
2005-03-03,261.2
2005-03-04,261.82
2005-03-07,262.38
2005-03-08,262.31
2005-03-09,261.76
2005-03-10,260.98
2005-03-11,260.82
2005-03-14,260.27
2005-03-15,260.03
2005-03-16,259.42
2005-03-17,259.53
2005-03-18,259.36
2005-03-21,258.83
2005-03-22,258.61
2005-03-23,257.19
2005-03-24,257.6
2005-03-28,257.64
2005-03-29,257.6
2005-03-30,258.19
2005-03-31,258.45
2005-04-01,258.68
2005-04-04,258.64
2005-04-05,258.69
2005-04-06,259.67
2005-04-07,260.15
2005-04-08,260.25
2005-04-11,260.65
2005-04-12,260.99
2005-04-13,261.55
2005-04-14,261.21
2005-04-15,260.48
2005-04-18,260.52
2005-04-19,261.17
2005-04-20,261.19
2005-04-21,261.61
2005-04-22,261.67
2005-04-25,261.97
2005-04-26,261.89
2005-04-27,262.08
2005-04-28,262.39
2005-04-29,262.28
2005-04-30,262.35
2005-05-02,262.39
2005-05-03,262.77
2005-05-04,263.37
2005-05-05,264.06
2005-05-06,263.95
2005-05-09,264.21
2005-05-10,264.2
2005-05-11,263.51
2005-05-12,263.61
2005-05-13,263.9
2005-05-16,263.89
2005-05-17,263.46
2005-05-18,263.7
2005-05-19,263.95
2005-05-20,263.93
2005-05-23,264.3
2005-05-24,264.59
2005-05-25,264.88
2005-05-26,264.86
2005-05-27,265.02
2005-05-30,265.18
2005-05-31,265.65
2005-06-01,266.61
2005-06-02,267.24
2005-06-03,267.33
2005-06-06,266.88
2005-06-07,267.11
2005-06-08,267.12
2005-06-09,266.94
2005-06-10,266.76
2005-06-13,266.65
2005-06-14,266.62
2005-06-15,266.55
2005-06-16,266.74
2005-06-17,267.2
2005-06-20,267.32
2005-06-21,267.65
2005-06-22,268.47
2005-06-23,269.29
2005-06-24,269.59
2005-06-27,269.8
2005-06-28,269.61
2005-06-29,269.6
2005-06-30,270.0
2005-07-01,269.87
2005-07-04,270.04
2005-07-05,269.46
2005-07-06,269.56
2005-07-07,269.77
2005-07-08,269.77
2005-07-11,269.99
2005-07-12,270.26
2005-07-13,270.31
2005-07-14,270.36
2005-07-15,270.38
2005-07-18,270.55
2005-07-19,270.33
2005-07-20,270.23
2005-07-21,270.03
2005-07-22,270.18
2005-07-25,270.29
2005-07-26,270.1
2005-07-27,270.28
2005-07-28,270.63
2005-07-29,270.56
2005-07-31,270.64
2005-08-01,270.45
2005-08-02,270.6
2005-08-03,271.24
2005-08-04,271.58
2005-08-05,271.17
2005-08-08,270.95
2005-08-09,270.7
2005-08-10,271.35
2005-08-11,271.41
2005-08-12,271.95
2005-08-15,272.27
2005-08-16,272.9
2005-08-17,272.8
2005-08-18,273.08
2005-08-19,272.94
2005-08-22,273.22
2005-08-23,273.56
2005-08-24,273.58
2005-08-25,273.7
2005-08-26,273.76
2005-08-29,273.91
2005-08-30,274.32
2005-08-31,275.41
2005-09-01,276.15
2005-09-02,276.44
2005-09-05,276.65
2005-09-06,276.29
2005-09-07,276.25
2005-09-08,276.57
2005-09-09,277.16
2005-09-12,277.03
2005-09-13,277.39
2005-09-14,277.5
2005-09-15,277.28
2005-09-16,277.0
2005-09-19,277.33
2005-09-20,277.3
2005-09-21,277.51
2005-09-22,277.66
2005-09-23,277.19
2005-09-26,276.77
2005-09-27,276.84
2005-09-28,277.07
2005-09-29,277.37
2005-09-30,277.16
2005-10-03,276.8
2005-10-04,276.99
2005-10-05,276.94
2005-10-06,275.46
2005-10-07,275.24
2005-10-10,275.39
2005-10-11,275.53
2005-10-12,274.28
2005-10-13,272.63
2005-10-14,271.3
2005-10-17,271.99
2005-10-18,272.84
2005-10-19,272.34
2005-10-20,272.37
2005-10-21,272.44
2005-10-24,272.83
2005-10-25,273.09
2005-10-26,272.3
2005-10-27,272.33
2005-10-28,272.99
2005-10-31,273.23
2005-11-01,273.33
2005-11-02,273.14
2005-11-03,272.43
2005-11-04,271.43
2005-11-07,271.56
2005-11-08,272.3
2005-11-09,271.76
2005-11-10,271.94
2005-11-11,272.14
2005-11-14,272.26
2005-11-15,272.77
2005-11-16,273.67
2005-11-17,274.23
2005-11-18,273.95
2005-11-21,274.48
2005-11-22,274.77
2005-11-23,275.2
2005-11-24,275.36
2005-11-25,275.73
2005-11-28,276.13
2005-11-29,275.73
2005-11-30,275.32
2005-12-01,275.28
2005-12-02,275.32
2005-12-05,275.21
2005-12-06,275.63
2005-12-07,275.81
2005-12-08,275.86
2005-12-09,275.42
2005-12-12,275.44
2005-12-13,275.56
2005-12-14,276.27
2005-12-15,276.11
2005-12-16,276.38
2005-12-19,276.54
2005-12-20,276.44
2005-12-21,276.41
2005-12-22,277.11
2005-12-23,277.42
2005-12-27,277.74
2005-12-28,277.75
2005-12-29,277.65
2005-12-30,277.77
2005-12-31,277.79
2006-01-03,277.91
2006-01-04,278.68
2006-01-05,278.95
2006-01-06,279.17
2006-01-09,279.4
2006-01-10,278.94
2006-01-11,278.88
2006-01-12,278.88
2006-01-13,279.06
2006-01-16,279.18
2006-01-17,279.61
2006-01-18,279.67
2006-01-19,279.75
2006-01-20,280.07
2006-01-23,280.06
2006-01-24,280.14
2006-01-25,279.69
2006-01-26,278.96
2006-01-27,279.14
2006-01-30,278.95
2006-01-31,278.7
2006-02-01,278.4
2006-02-02,278.48
2006-02-03,278.67
2006-02-06,279.03
2006-02-07,278.96
2006-02-08,278.81
2006-02-09,278.9
2006-02-10,279.27
2006-02-13,279.23
2006-02-14,279.3
2006-02-15,279.51
2006-02-16,279.54
2006-02-17,279.92
2006-02-20,280.09
2006-02-21,280.15
2006-02-22,280.21
2006-02-23,280.2
2006-02-24,280.53
2006-02-27,280.69
2006-02-28,281.05
2006-03-01,280.89
2006-03-02,280.4
2006-03-03,279.72
2006-03-06,279.51
2006-03-07,278.49
2006-03-08,277.97
2006-03-09,278.09
2006-03-10,277.8
2006-03-13,277.99
2006-03-14,278.38
2006-03-15,278.53
2006-03-16,279.37
2006-03-17,279.43
2006-03-20,279.84
2006-03-21,279.5
2006-03-22,279.58
2006-03-23,279.71
2006-03-24,280.03
2006-03-27,280.11
2006-03-28,279.26
2006-03-29,278.76
2006-03-30,278.57
2006-03-31,278.47
2006-04-03,278.48
2006-04-04,278.58
2006-04-05,278.73
2006-04-06,278.39
2006-04-07,278.0
2006-04-10,277.75
2006-04-11,277.89
2006-04-12,277.83
2006-04-13,277.24
2006-04-17,277.49
2006-04-18,277.8
2006-04-19,277.86
2006-04-20,278.13
2006-04-21,278.17
2006-04-24,278.7
2006-04-25,278.12
2006-04-26,277.67
2006-04-27,277.92
2006-04-28,278.16
2006-04-30,278.26
2006-05-01,278.18
2006-05-02,278.1
2006-05-03,277.94
2006-05-04,277.93
2006-05-05,278.31
2006-05-08,278.49
2006-05-09,278.47
2006-05-10,278.63
2006-05-11,278.36
2006-05-12,277.95
2006-05-15,277.87
2006-05-16,278.47
2006-05-17,277.9
2006-05-18,278.29
2006-05-19,278.6
2006-05-22,278.49
2006-05-23,278.02
2006-05-24,277.5
2006-05-25,277.82
2006-05-26,278.05
2006-05-29,278.21
2006-05-30,277.86
2006-05-31,277.68
2006-06-01,277.5
2006-06-02,278.47
2006-06-05,278.47
2006-06-06,278.2
2006-06-07,278.15
2006-06-08,278.21
2006-06-09,278.22
2006-06-12,278.38
2006-06-13,278.12
2006-06-14,277.28
2006-06-15,276.69
2006-06-16,276.81
2006-06-19,276.79
2006-06-20,276.24
2006-06-21,275.81
2006-06-22,275.33
2006-06-23,273.63
2006-06-26,273.34
2006-06-27,273.38
2006-06-28,273.52
2006-06-29,273.97
2006-06-30,275.43
2006-07-03,275.72
2006-07-04,275.83
2006-07-05,275.25
2006-07-06,275.62
2006-07-07,276.38
2006-07-10,276.57
2006-07-11,277.16
2006-07-12,277.07
2006-07-13,277.18
2006-07-14,277.3
2006-07-17,277.42
2006-07-18,277.04
2006-07-19,277.61
2006-07-20,277.97
2006-07-21,278.4
2006-07-24,278.82
2006-07-25,279.08
2006-07-26,279.35
2006-07-27,279.74
2006-07-28,280.26
2006-07-31,280.74
2006-08-01,280.72
2006-08-02,280.89
2006-08-03,281.12
2006-08-04,281.73
2006-08-07,281.99
2006-08-08,282.15
2006-08-09,282.25
2006-08-10,282.41
2006-08-11,282.27
2006-08-14,282.16
2006-08-15,282.73
2006-08-16,283.52
2006-08-17,283.82
2006-08-18,284.16
2006-08-21,284.45
2006-08-22,284.85
2006-08-23,284.93
2006-08-24,284.72
2006-08-25,284.84
2006-08-28,284.99
2006-08-29,284.95
2006-08-30,285.26
2006-08-31,285.61
2006-09-01,285.74
2006-09-04,285.87
2006-09-05,285.75
2006-09-06,285.51
2006-09-07,285.59
2006-09-08,285.76
2006-09-11,285.63
2006-09-12,285.65
2006-09-13,285.79
2006-09-14,285.69
2006-09-15,285.66
2006-09-18,285.45
2006-09-19,286.11
2006-09-20,286.15
2006-09-21,286.35
2006-09-22,286.68
2006-09-25,287.14
2006-09-26,287.19
2006-09-27,287.2
2006-09-28,287.18
2006-09-29,287.27
2006-09-30,287.33
2006-10-02,287.55
2006-10-03,287.65
2006-10-04,288.03
2006-10-05,287.87
2006-10-06,287.49
2006-10-09,287.6
2006-10-10,287.11
2006-10-11,287.03
2006-10-12,287.06
2006-10-13,286.93
2006-10-16,287.17
2006-10-17,287.7
2006-10-18,287.76
2006-10-19,287.97
2006-10-20,288.14
2006-10-23,288.11
2006-10-24,288.02
2006-10-25,288.33
2006-10-26,289.17
2006-10-27,289.6
2006-10-30,289.69
2006-10-31,290.42
2006-11-01,290.95
2006-11-02,290.83
2006-11-03,290.28
2006-11-06,290.34
2006-11-07,291.01
2006-11-08,291.04
2006-11-09,291.23
2006-11-10,291.58
2006-11-13,291.55
2006-11-14,291.82
2006-11-15,291.61
2006-11-16,291.47
2006-11-17,291.67
2006-11-20,291.62
2006-11-21,291.73
2006-11-22,291.86
2006-11-23,291.84
2006-11-24,292.14
2006-11-27,292.23
2006-11-28,292.4
2006-11-29,292.33
2006-11-30,293.36
2006-12-01,293.71
2006-12-04,293.92
2006-12-05,293.99
2006-12-06,294.03
2006-12-07,294.16
2006-12-08,293.91
2006-12-11,294.12
2006-12-12,294.45
2006-12-13,294.04
2006-12-14,293.88
2006-12-15,293.95
2006-12-18,293.99
2006-12-19,294.04
2006-12-20,294.21
2006-12-21,294.37
2006-12-22,294.07
2006-12-26,294.27
2006-12-27,293.99
2006-12-28,293.78
2006-12-29,293.87
2006-12-31,293.95
2007-01-02,294.12
2007-01-03,294.55
2007-01-04,294.96
2007-01-05,294.6
2007-01-08,294.7
2007-01-09,294.65
2007-01-10,294.14
2007-01-11,294.1
2007-01-12,293.86
2007-01-15,294.06
2007-01-16,294.31
2007-01-17,294.21
2007-01-18,294.38
2007-01-19,294.39
2007-01-22,294.77
2007-01-23,294.61
2007-01-24,294.46
2007-01-25,294.13
2007-01-26,293.87
2007-01-29,293.95
2007-01-30,293.92
2007-01-31,294.18
2007-02-01,294.29
2007-02-02,294.55
2007-02-05,294.87
2007-02-06,295.17
2007-02-07,295.48
2007-02-08,295.55
2007-02-09,295.19
2007-02-12,295.1
2007-02-13,294.95
2007-02-14,295.76
2007-02-15,296.25
2007-02-16,296.35
2007-02-19,296.51
2007-02-20,296.63
2007-02-21,296.63
2007-02-22,296.35
2007-02-23,296.91
2007-02-26,297.46
2007-02-27,297.56
2007-02-28,297.24
2007-03-01,297.1
2007-03-02,297.37
2007-03-05,296.88
2007-03-06,297.03
2007-03-07,297.18
2007-03-08,297.51
2007-03-09,297.23
2007-03-12,297.84
2007-03-13,298.2
2007-03-14,297.95
2007-03-15,297.45
2007-03-16,297.22
2007-03-19,297.54
2007-03-20,297.89
2007-03-21,298.17
2007-03-22,298.21
2007-03-23,298.05
2007-03-26,298.33
2007-03-27,298.26
2007-03-28,298.13
2007-03-29,297.91
2007-03-30,298.16
2007-03-31,298.19
2007-04-02,298.19
2007-04-03,298.05
2007-04-04,298.27
2007-04-05,298.18
2007-04-09,298.14
2007-04-10,298.04
2007-04-11,298.03
2007-04-12,297.98
2007-04-13,297.9
2007-04-16,298.29
2007-04-17,298.98
2007-04-18,299.4
2007-04-19,299.35
2007-04-20,299.46
2007-04-23,300.01
2007-04-24,300.26
2007-04-25,300.27
2007-04-26,299.97
2007-04-27,299.91
2007-04-30,300.7
2007-05-01,300.7
2007-05-02,300.5
2007-05-03,300.44
2007-05-04,300.66
2007-05-07,300.85
2007-05-08,300.94
2007-05-09,300.87
2007-05-10,301.0
2007-05-11,300.87
2007-05-14,300.91
2007-05-15,300.7
2007-05-16,300.8
2007-05-17,300.65
2007-05-18,300.5
2007-05-21,300.59
2007-05-22,300.66
2007-05-23,300.44
2007-05-24,300.47
2007-05-25,300.31
2007-05-29,300.49
2007-05-30,300.41
2007-05-31,300.38
2007-06-01,300.25
2007-06-04,300.47
2007-06-05,300.09
2007-06-06,300.16
2007-06-07,298.62
2007-06-08,298.09
2007-06-11,298.26
2007-06-12,297.35
2007-06-13,297.21
2007-06-14,297.35
2007-06-15,297.74
2007-06-18,298.13
2007-06-19,298.78
2007-06-20,298.63
2007-06-21,298.49
2007-06-22,298.71
2007-06-25,298.88
2007-06-26,298.83
2007-06-27,298.97
2007-06-28,298.58
2007-06-29,298.85
2007-06-30,298.9
2007-07-02,299.19
2007-07-03,299.1
2007-07-04,299.05
2007-07-05,298.45
2007-07-06,298.16
2007-07-09,298.35
2007-07-10,298.82
2007-07-11,298.45
2007-07-12,298.18
2007-07-13,298.24
2007-07-16,298.67
2007-07-17,298.42
2007-07-18,298.75
2007-07-19,298.44
2007-07-20,298.79
2007-07-23,298.44
2007-07-24,298.08
2007-07-25,298.11
2007-07-26,297.94
2007-07-27,296.83
2007-07-30,295.72
2007-07-31,295.73
2007-08-01,295.45
2007-08-02,295.44
2007-08-03,295.91
2007-08-06,296.2
2007-08-07,296.06
2007-08-08,295.9
2007-08-09,296.05
2007-08-10,295.62
2007-08-13,295.84
2007-08-14,295.96
2007-08-15,295.75
2007-08-16,295.59
2007-08-17,294.97
2007-08-20,294.59
2007-08-21,294.16
2007-08-22,294.05
2007-08-23,294.35
2007-08-24,294.56
2007-08-27,294.93
2007-08-28,295.34
2007-08-29,295.13
2007-08-30,295.39
2007-08-31,295.03
2007-09-03,295.1
2007-09-04,295.15
2007-09-05,295.74
2007-09-06,296.31
2007-09-07,297.03
2007-09-10,297.18
2007-09-11,296.79
2007-09-12,296.64
2007-09-13,296.22
2007-09-14,296.33
2007-09-17,296.85
2007-09-18,296.81
2007-09-19,296.89
2007-09-20,296.49
2007-09-21,296.68
2007-09-24,297.31
2007-09-25,297.4
2007-09-26,297.48
2007-09-27,297.36
2007-09-28,296.98
2007-09-30,297.1
2007-10-01,296.84
2007-10-02,297.0
2007-10-03,296.26
2007-10-04,294.99
2007-10-05,294.66
2007-10-08,294.98
2007-10-09,295.93
2007-10-10,296.89
2007-10-11,297.14
2007-10-12,297.19
2007-10-15,297.6
2007-10-16,297.54
2007-10-17,298.24
2007-10-18,298.7
2007-10-19,299.22
2007-10-22,299.27
2007-10-23,299.27
2007-10-24,299.7
2007-10-25,299.6
2007-10-26,299.65
2007-10-29,300.0
2007-10-30,299.94
2007-10-31,299.91
2007-11-01,300.26
2007-11-02,300.31
2007-11-05,299.89
2007-11-06,299.59
2007-11-07,299.64
2007-11-08,299.31
2007-11-09,299.55
2007-11-12,299.46
2007-11-13,298.86
2007-11-14,298.48
2007-11-15,298.28
2007-11-16,298.13
2007-11-19,298.39
2007-11-20,297.74
2007-11-21,296.82
2007-11-22,296.78
2007-11-23,295.7
2007-11-26,296.55
2007-11-27,295.56
2007-11-28,295.45
2007-11-29,296.32
2007-11-30,296.25
2007-12-03,296.98
2007-12-04,297.03
2007-12-05,296.68
2007-12-06,296.44
2007-12-07,295.64
2007-12-10,295.69
2007-12-11,296.37
2007-12-12,296.41
2007-12-13,296.23
2007-12-14,295.76
2007-12-17,296.01
2007-12-18,296.27
2007-12-19,296.3
2007-12-20,296.62
2007-12-21,295.85
2007-12-24,295.9
2007-12-26,295.77
2007-12-27,296.1
2007-12-28,296.4
2007-12-31,297.08
2008-01-02,298.12
2008-01-03,298.34
2008-01-04,298.63
2008-01-07,298.86
2008-01-08,298.66
2008-01-09,298.85
2008-01-10,298.49
2008-01-11,298.75
2008-01-14,298.64
2008-01-15,299.04
2008-01-16,299.11
2008-01-17,299.15
2008-01-18,299.25
2008-01-21,299.36
2008-01-22,298.6
2008-01-23,299.07
2008-01-24,298.46
2008-01-25,299.5
2008-01-28,299.56
2008-01-29,299.25
2008-01-30,299.52
2008-01-31,299.61
2008-02-01,299.95
2008-02-04,300.09
2008-02-05,300.65
2008-02-06,300.5
2008-02-07,300.07
2008-02-08,299.89
2008-02-11,299.66
2008-02-12,298.98
2008-02-13,298.8
2008-02-14,298.39
2008-02-15,298.52
2008-02-18,298.48
2008-02-19,298.04
2008-02-20,297.83
2008-02-21,298.22
2008-02-22,298.21
2008-02-25,297.92
2008-02-26,298.0
2008-02-27,298.03
2008-02-28,298.76
2008-02-29,299.51
2008-03-03,299.21
2008-03-04,299.22
2008-03-05,298.55
2008-03-06,298.76
2008-03-07,298.79
2008-03-10,299.19
2008-03-11,298.33
2008-03-12,298.73
2008-03-13,298.57
2008-03-14,298.71
2008-03-17,299.12
2008-03-18,298.09
2008-03-19,298.46
2008-03-20,297.76
2008-03-24,297.64
2008-03-25,296.91
2008-03-26,297.0
2008-03-27,296.73
2008-03-28,296.64
2008-03-31,296.58
2008-04-01,296.1
2008-04-02,295.8
2008-04-03,296.07
2008-04-04,296.91
2008-04-07,297.12
2008-04-08,297.47
2008-04-09,297.93
2008-04-10,297.75
2008-04-11,298.22
2008-04-14,298.46
2008-04-15,298.48
2008-04-16,298.47
2008-04-17,298.58
2008-04-18,298.55
2008-04-21,299.23
2008-04-22,299.51
2008-04-23,299.52
2008-04-24,299.27
2008-04-25,299.66
2008-04-28,300.36
2008-04-29,301.25
2008-04-30,301.64
2008-05-01,301.7
2008-05-02,301.82
2008-05-05,302.11
2008-05-06,302.5
2008-05-07,303.1
2008-05-08,303.56
2008-05-09,303.82
2008-05-12,303.92
2008-05-13,303.83
2008-05-14,303.67
2008-05-15,304.13
2008-05-16,304.57
2008-05-19,304.7
2008-05-20,305.22
2008-05-21,305.13
2008-05-22,304.52
2008-05-23,304.93
2008-05-26,305.06
2008-05-27,304.76
2008-05-28,305.49
2008-05-29,305.19
2008-05-30,305.59
2008-05-31,305.62
2008-06-02,306.19
2008-06-03,306.21
2008-06-04,306.19
2008-06-05,305.62
2008-06-06,305.96
2008-06-09,305.36
2008-06-10,304.44
2008-06-11,304.36
2008-06-12,303.69
2008-06-13,303.37
2008-06-16,303.05
2008-06-17,303.16
2008-06-18,303.4
2008-06-19,303.05
2008-06-20,303.35
2008-06-23,303.15
2008-06-24,303.09
2008-06-25,302.74
2008-06-26,302.87
2008-06-27,302.7
2008-06-30,301.91
2008-07-01,301.51
2008-07-02,301.4
2008-07-03,301.14
2008-07-04,301.38
2008-07-07,300.35
2008-07-08,300.34
2008-07-09,300.49
2008-07-10,300.57
2008-07-11,300.29
2008-07-14,300.87
2008-07-15,300.54
2008-07-16,300.18
2008-07-17,299.75
2008-07-18,299.52
2008-07-21,299.65
2008-07-22,299.52
2008-07-23,299.31
2008-07-24,299.86
2008-07-25,299.25
2008-07-28,299.67
2008-07-29,299.27
2008-07-30,299.45
2008-07-31,299.6
2008-08-01,299.66
2008-08-04,299.65
2008-08-05,299.56
2008-08-06,299.44
2008-08-07,300.35
2008-08-08,299.67
2008-08-11,299.41
2008-08-12,299.64
2008-08-13,299.76
2008-08-14,299.81
2008-08-15,299.82
2008-08-18,299.99
2008-08-19,299.72
2008-08-20,299.63
2008-08-21,299.51
2008-08-22,299.12
2008-08-25,299.87
2008-08-26,300.06
2008-08-27,299.6
2008-08-28,299.46
2008-08-29,299.43
2008-08-31,299.5
2008-09-01,299.69
2008-09-02,299.95
2008-09-03,299.86
2008-09-04,299.71
2008-09-05,299.2
2008-09-08,299.1
2008-09-09,298.91
2008-09-10,298.05
2008-09-11,297.32
2008-09-12,295.0
2008-09-15,293.98
2008-09-16,288.34
2008-09-17,284.15
